invoice_id,date,timestamp,product,category,quantity,unit_price,total_sales,customer_type,payment_method,customer_gender,customer_age,rating
INV-1597,2023-03-05,2023-03-05 09:44:00,Butter,Dairy,3,4.97,14.9,Regular,Cash,Fmale,18-25,3
INV-1597,2023-03-05,2023-03-05 09:44:00,Water,Beverages,3,0.97,2.9,Regular,Cash,Fmale,18-25,3
INV-1597,2023-03-05,2023-03-05 09:44:00,Toothpaste,Personal Care,1,2.5,2.5,Regular,Cash,Fmale,18-25,3
INV-1598,2023-03-05,2023-03-05 19:08:00,Shampoo,Personal Care,2,5.02,10.05,Regular,Debit Card,Male,46-55,4
INV-1598,2023-03-05,2023-03-05 19:08:00,Bread,Bakery,3,4.65,13.94,Regular,Debit Card,Male,46-55,4
INV-1598,2023-03-05,2023-03-05 19:08:00,Juice,Beverages,3,3.56,10.69,Regular,Debit Card,Male,46-55,4
INV-1598,2023-03-05,2023-03-05 19:08:00,Fish,Seafood,1,10.46,10.46,Regular,Debit Card,Male,46-55,4
INV-1598,2023-03-05,2023-03-05 19:08:00,Flour,Pantry,1,4.16,4.16,Regular,Debit Card,Male,46-55,4
INV-1598,2023-03-05,2023-03-05 19:08:00,Datergent,Household,2,3.81,7.63,Regular,Debit Card,Male,46-55,4
INV-1598,2023-03-05,2023-03-05 19:08:00,Toilet Paper,Household,3,9.27,27.82,Regular,Debit Card,Male,46-55,4
INV-1598,2023-03-05,2023-03-05 19:08:00,Oranges,Produce,2,0.99,1.98,Regular,Debit Card,Male,46-55,4
INV-1598,2023-03-05,2023-03-05 19:08:00,Milk,Dairy,2,3.01,6.02,Regular,Debit Card,Male,46-55,4
INV-1598,2023-03-05,2023-03-05 19:08:00,Beer,Alcohol,3,2.01,6.02,Regular,Debit Card,Male,46-55,4
INV-1598,2023-03-05,2023-03-05 19:08:00,Chicken,Meat,2,8.91,17.83,Regular,Debit Card,Male,46-55,4
INV-1598,2023-03-05,2023-03-05 19:08:00,Potatoes,Produce,1,2.89,2.89,Regular,Debit Card,Male,46-55,4
INV-1598,2023-03-05,2023-03-05 19:08:00,Rice,Pantry,3,4.82,14.45,Regular,Debit Card,Male,46-55,4
INV-1599,2023-03-05,2023-03-05 14:27:00,Water,Beverages,2,0.95,1.9,Regular,Credit Cart,Fmale,36-45,3
INV-1600,2023-03-05,2023-03-05 12:03:00,Soap,Personal Care,1,6.02,6.02,Member,Cash,Male,18-25,3
INV-1600,2023-03-05,2023-03-05 12:03:00,Flour,Pantry,2,4.08,8.16,Member,Cash,Male,18-25,3
INV-1600,2023-03-05,2023-03-05 12:03:00,Oranges,Produce,1,1.0,1.0,Member,Cash,Male,18-25,3
INV-1600,2023-03-05,2023-03-05 12:03:00,Bread,Bakery,1,4.55,4.55,Member,Cash,Male,18-25,3
INV-1600,2023-03-05,2023-03-05 12:03:00,Flour,Pantry,1,4.05,4.05,Member,Cash,Male,18-25,3
INV-1600,2023-03-05,2023-03-05 12:03:00,Pasta,Pantry,2,2.03,4.05,Member,Cash,Male,18-25,3
INV-1600,2023-03-05,2023-03-05 12:03:00,Fish,Seafood,1,10.12,10.12,Member,Cash,Male,18-25,3
INV-1600,2023-03-05,2023-03-05 12:03:00,Butter,Dairy,1,5.07,5.07,Member,Cash,Male,18-25,3
INV-1601,2023-03-05,2023-03-05 09:59:00,Tea,Beverages,1,5.02,5.02,Regular,Cash,Male,26-35,4
INV-1601,2023-03-05,2023-03-05 09:59:00,Water,Beverages,2,0.96,1.92,Regular,Cash,Male,26-35,4
INV-1601,2023-03-05,2023-03-05 09:59:00,Water,Beverages,3,1.03,3.08,Regular,Cash,Male,26-35,4
INV-1602,2023-03-05,2023-03-05 10:14:00,Tea,Beverages,3,4.78,14.33,Regular,Debit Card,Fmale,26-35,4
INV-1602,2023-03-05,2023-03-05 10:14:00,Bananas,Produce,2,1.97,3.95,Regular,Debit Card,Fmale,26-35,4
INV-1602,2023-03-05,2023-03-05 10:14:00,Tea,Beverages,3,5.19,15.58,Regular,Debit Card,Fmale,26-35,4
INV-1603,2023-03-05,2023-03-05 09:05:00,Sugar,Pantry,2,3.02,6.04,Member,Debit Card,Male,36-45,5
INV-1603,2023-03-05,2023-03-05 09:05:00,Chicken,Meat,2,9.42,18.83,Member,Debit Card,Male,36-45,5
INV-1603,2023-03-05,2023-03-05 09:05:00,Coffee,Beverages,1,7.6,7.6,Member,Debit Card,Male,36-45,5
INV-1603,2023-03-05,2023-03-05 09:05:00,Fish,Seafood,3,10.33,31.0,Member,Debit Card,Male,36-45,5
INV-1603,2023-03-05,2023-03-05 09:05:00,Sugar,Pantry,1,2.9,2.9,Member,Debit Card,Male,36-45,5
INV-1603,2023-03-05,2023-03-05 09:05:00,Beef,Meat,3,12.92,38.76,Member,Debit Card,Male,36-45,5
INV-1603,2023-03-05,2023-03-05 09:05:00,Butter,Dairy,1,5.19,5.19,Member,Debit Card,Male,36-45,5
INV-1603,2023-03-05,2023-03-05 09:05:00,Apples,Produce,3,15.31,45.93,Member,Debit Card,Male,36-45,5
INV-1603,2023-03-05,2023-03-05 09:05:00,Coffee,Beverages,2,8.02,16.05,Member,Debit Card,Male,36-45,5
INV-1603,2023-03-05,2023-03-05 09:05:00,Shampoo,Personal Care,2,5.23,10.45,Member,Debit Card,Male,36-45,5
INV-1603,2023-03-05,2023-03-05 09:05:00,Apples,Produce,1,16.38,16.38,Member,Debit Card,Male,36-45,5
INV-1603,2023-03-05,2023-03-05 09:05:00,Sugar,Pantry,2,2.89,5.78,Member,Debit Card,Male,36-45,5
INV-1603,2023-03-05,2023-03-05 09:05:00,Juice,Beverages,1,3.64,3.64,Member,Debit Card,Male,36-45,5
INV-1603,2023-03-05,2023-03-05 09:05:00,Toothpaste,Personal Care,1,2.46,2.46,Member,Debit Card,Male,36-45,5
INV-1603,2023-03-05,2023-03-05 09:05:00,Pasta,Pantry,1,2.0,2.0,Member,Debit Card,Male,36-45,5
INV-1604,2023-03-05,2023-03-05 08:25:00,Flour,Pantry,2,3.95,7.91,Regular,Cash,Fmale,36-45,4
INV-1604,2023-03-05,2023-03-05 08:25:00,Tea,Beverages,2,4.76,9.51,Regular,Cash,Fmale,36-45,4
INV-1604,2023-03-05,2023-03-05 08:25:00,Fish,Seafood,2,9.88,19.76,Regular,Cash,Fmale,36-45,4
INV-1604,2023-03-05,2023-03-05 08:25:00,Coffee,Beverages,2,7.63,15.27,Regular,Cash,Fmale,36-45,4
INV-1604,2023-03-05,2023-03-05 08:25:00,Toilet Paper,Household,3,8.83,26.49,Regular,Cash,Fmale,36-45,4
INV-1604,2023-03-05,2023-03-05 08:25:00,Tomatoes,Produce,1,2.38,2.38,Regular,Cash,Fmale,36-45,4
INV-1604,2023-03-05,2023-03-05 08:25:00,Coffee,Beverages,1,8.18,8.18,Regular,Cash,Fmale,36-45,4
INV-1604,2023-03-05,2023-03-05 08:25:00,Cheese,Dairy,2,6.16,12.31,Regular,Cash,Fmale,36-45,4
INV-1605,2023-03-05,2023-03-05 08:36:00,Tea,Beverages,1,5.18,5.18,Member,Debit Card,Fmale,26-35,3
INV-1605,2023-03-05,2023-03-05 08:36:00,Eggs,Dairy,3,2.36,7.09,Member,Debit Card,Fmale,26-35,3
INV-1605,2023-03-05,2023-03-05 08:36:00,Butter,Dairy,2,4.98,9.96,Member,Debit Card,Fmale,26-35,3
INV-1605,2023-03-05,2023-03-05 08:36:00,Cheese,Dairy,1,5.77,5.77,Member,Debit Card,Fmale,26-35,3
INV-1605,2023-03-05,2023-03-05 08:36:00,Rice,Pantry,3,5.07,15.22,Member,Debit Card,Fmale,26-35,3
INV-1605,2023-03-05,2023-03-05 08:36:00,Bananas,Produce,2,1.97,3.94,Member,Debit Card,Fmale,26-35,3
INV-1605,2023-03-05,2023-03-05 08:36:00,Rice,Pantry,1,4.95,4.95,Member,Debit Card,Fmale,26-35,3
INV-1605,2023-03-05,2023-03-05 08:36:00,Eggs,Dairy,1,2.26,2.26,Member,Debit Card,Fmale,26-35,3
INV-1605,2023-03-05,2023-03-05 08:36:00,Tea,Beverages,1,4.94,4.94,Member,Debit Card,Fmale,26-35,3
INV-1605,2023-03-05,2023-03-05 08:36:00,Potatoes,Produce,2,2.95,5.89,Member,Debit Card,Fmale,26-35,3
INV-1605,2023-03-05,2023-03-05 08:36:00,Juice,Beverages,3,3.43,10.3,Member,Debit Card,Fmale,26-35,3
INV-1606,2023-03-05,2023-03-05 18:13:00,Pasta,Pantry,2,2.03,4.07,Member,Credit Cart,Male,26-35,4
INV-1606,2023-03-05,2023-03-05 18:13:00,Potatoes,Produce,2,2.97,5.94,Member,Credit Cart,Male,26-35,4
INV-1606,2023-03-05,2023-03-05 18:13:00,Butter,Dairy,1,5.02,5.02,Member,Credit Cart,Male,26-35,4
INV-1606,2023-03-05,2023-03-05 18:13:00,Oranges,Produce,1,0.95,0.95,Member,Credit Cart,Male,26-35,4
INV-1607,2023-03-06,2023-03-06 16:23:00,Shampoo,Personal Care,3,4.99,14.96,Regular,Cash,Male,46-55,3
INV-1607,2023-03-06,2023-03-06 16:23:00,Juice,Beverages,3,3.55,10.66,Regular,Cash,Male,46-55,3
INV-1607,2023-03-06,2023-03-06 16:23:00,Tea,Beverages,2,5.22,10.44,Regular,Cash,Male,46-55,3
INV-1608,2023-03-06,2023-03-06 10:26:00,Oranges,Produce,2,0.98,1.97,Regular,Debit Card,Male,18-25,4
INV-1608,2023-03-06,2023-03-06 10:26:00,Chicken,Meat,2,8.6,17.19,Regular,Debit Card,Male,18-25,4
INV-1608,2023-03-06,2023-03-06 10:26:00,Toilet Paper,Household,1,8.85,8.85,Regular,Debit Card,Male,18-25,4
INV-1608,2023-03-06,2023-03-06 10:26:00,Sugar,Pantry,3,3.14,9.41,Regular,Debit Card,Male,18-25,4
INV-1608,2023-03-06,2023-03-06 10:26:00,Rice,Pantry,2,4.78,9.55,Regular,Debit Card,Male,18-25,4
INV-1608,2023-03-06,2023-03-06 10:26:00,Toilet Paper,Household,1,8.94,8.94,Regular,Debit Card,Male,18-25,4
INV-1609,2023-03-06,2023-03-06 19:25:00,Datergent,Household,1,4.03,4.03,Regular,Credit Cart,Male,18-25,4
INV-1609,2023-03-06,2023-03-06 19:25:00,Oranges,Produce,3,1.02,3.05,Regular,Credit Cart,Male,18-25,4
INV-1609,2023-03-06,2023-03-06 19:25:00,Yagurt,Dairy,3,1.94,5.81,Regular,Credit Cart,Male,18-25,4
INV-1609,2023-03-06,2023-03-06 19:25:00,Datergent,Household,2,3.86,7.71,Regular,Credit Cart,Male,18-25,4
INV-1609,2023-03-06,2023-03-06 19:25:00,Wine,Alcohol,3,12.11,36.34,Regular,Credit Cart,Male,18-25,4
INV-1609,2023-03-06,2023-03-06 19:25:00,Sugar,Pantry,2,3.03,6.05,Regular,Credit Cart,Male,18-25,4
INV-1609,2023-03-06,2023-03-06 19:25:00,Beer,Alcohol,2,1.99,3.98,Regular,Credit Cart,Male,18-25,4
INV-1609,2023-03-06,2023-03-06 19:25:00,Soap,Personal Care,3,5.83,17.5,Regular,Credit Cart,Male,18-25,4
INV-1609,2023-03-06,2023-03-06 19:25:00,Flour,Pantry,3,4.17,12.52,Regular,Credit Cart,Male,18-25,4
INV-1609,2023-03-06,2023-03-06 19:25:00,Toothpaste,Personal Care,3,2.54,7.61,Regular,Credit Cart,Male,18-25,4
INV-1609,2023-03-06,2023-03-06 19:25:00,Tomatoes,Produce,2,2.53,5.06,Regular,Credit Cart,Male,18-25,4
INV-1609,2023-03-06,2023-03-06 19:25:00,Wine,Alcohol,1,12.57,12.57,Regular,Credit Cart,Male,18-25,4
INV-1609,2023-03-06,2023-03-06 19:25:00,Beef,Meat,3,13.01,39.03,Regular,Credit Cart,Male,18-25,4
INV-1610,2023-03-06,2023-03-06 08:42:00,Coffee,Beverages,1,7.81,7.81,Regular,Credit Cart,Male,56+,3
INV-1610,2023-03-06,2023-03-06 08:42:00,Rice,Pantry,1,5.13,5.13,Regular,Credit Cart,Male,56+,3
INV-1610,2023-03-06,2023-03-06 08:42:00,Wine,Alcohol,3,12.44,37.31,Regular,Credit Cart,Male,56+,3
INV-1610,2023-03-06,2023-03-06 08:42:00,Fish,Seafood,2,10.08,20.17,Regular,Credit Cart,Male,56+,3
INV-1610,2023-03-06,2023-03-06 08:42:00,Datergent,Household,3,3.84,11.51,Regular,Credit Cart,Male,56+,3
INV-1610,2023-03-06,2023-03-06 08:42:00,Oranges,Produce,1,0.97,0.97,Regular,Credit Cart,Male,56+,3
INV-1610,2023-03-06,2023-03-06 08:42:00,Tomatoes,Produce,1,2.43,2.43,Regular,Credit Cart,Male,56+,3
INV-1610,2023-03-06,2023-03-06 08:42:00,Rice,Pantry,1,4.92,4.92,Regular,Credit Cart,Male,56+,3
INV-1610,2023-03-06,2023-03-06 08:42:00,Datergent,Household,1,3.96,3.96,Regular,Credit Cart,Male,56+,3
INV-1610,2023-03-06,2023-03-06 08:42:00,Eggs,Dairy,1,2.38,2.38,Regular,Credit Cart,Male,56+,3
INV-1610,2023-03-06,2023-03-06 08:42:00,Soap,Personal Care,3,5.9,17.69,Regular,Credit Cart,Male,56+,3
INV-1610,2023-03-06,2023-03-06 08:42:00,Butter,Dairy,3,4.91,14.72,Regular,Credit Cart,Male,56+,3
INV-1610,2023-03-06,2023-03-06 08:42:00,Oranges,Produce,1,0.98,0.98,Regular,Credit Cart,Male,56+,3
INV-1610,2023-03-06,2023-03-06 08:42:00,Toothpaste,Personal Care,3,2.5,7.51,Regular,Credit Cart,Male,56+,3
INV-1610,2023-03-06,2023-03-06 08:42:00,Coffee,Beverages,3,8.17,24.52,Regular,Credit Cart,Male,56+,3
INV-1611,2023-03-06,2023-03-06 14:41:00,Water,Beverages,1,0.96,0.96,Regular,Credit Cart,Male,26-35,5
INV-1611,2023-03-06,2023-03-06 14:41:00,Milk,Dairy,1,3.08,3.08,Regular,Credit Cart,Male,26-35,5
INV-1611,2023-03-06,2023-03-06 14:41:00,Rice,Pantry,2,5.12,10.25,Regular,Credit Cart,Male,26-35,5
INV-1611,2023-03-06,2023-03-06 14:41:00,Flour,Pantry,3,3.79,11.38,Regular,Credit Cart,Male,26-35,5
INV-1612,2023-03-06,2023-03-06 17:17:00,Oranges,Produce,2,1.02,2.04,Regular,Credit Cart,Male,18-25,3
INV-1612,2023-03-06,2023-03-06 17:17:00,Soap,Personal Care,2,5.72,11.45,Regular,Credit Cart,Male,18-25,3
INV-1612,2023-03-06,2023-03-06 17:17:00,Cheese,Dairy,1,6.18,6.18,Regular,Credit Cart,Male,18-25,3
INV-1612,2023-03-06,2023-03-06 17:17:00,Toothpaste,Personal Care,2,2.4,4.8,Regular,Credit Cart,Male,18-25,3
INV-1612,2023-03-06,2023-03-06 17:17:00,Water,Beverages,1,0.97,0.97,Regular,Credit Cart,Male,18-25,3
INV-1612,2023-03-06,2023-03-06 17:17:00,Tomatoes,Produce,2,2.39,4.78,Regular,Credit Cart,Male,18-25,3
INV-1612,2023-03-06,2023-03-06 17:17:00,Potatoes,Produce,3,2.92,8.75,Regular,Credit Cart,Male,18-25,3
INV-1612,2023-03-06,2023-03-06 17:17:00,Butter,Dairy,2,5.0,10.0,Regular,Credit Cart,Male,18-25,3
INV-1612,2023-03-06,2023-03-06 17:17:00,Butter,Dairy,1,5.18,5.18,Regular,Credit Cart,Male,18-25,3
INV-1612,2023-03-06,2023-03-06 17:17:00,Sugar,Pantry,3,2.85,8.54,Regular,Credit Cart,Male,18-25,3
INV-1612,2023-03-06,2023-03-06 17:17:00,Cheese,Dairy,2,5.87,11.74,Regular,Credit Cart,Male,18-25,3
INV-1612,2023-03-06,2023-03-06 17:17:00,Apples,Produce,1,16.63,16.63,Regular,Credit Cart,Male,18-25,3
INV-1612,2023-03-06,2023-03-06 17:17:00,Cheese,Dairy,2,5.85,11.7,Regular,Credit Cart,Male,18-25,3
INV-1613,2023-03-06,2023-03-06 10:40:00,Datergent,Household,3,3.85,11.55,Regular,Debit Card,Fmale,26-35,3
INV-1613,2023-03-06,2023-03-06 10:40:00,Wine,Alcohol,2,12.13,24.26,Regular,Debit Card,Fmale,26-35,3
INV-1613,2023-03-06,2023-03-06 10:40:00,Toilet Paper,Household,3,9.09,27.27,Regular,Debit Card,Fmale,26-35,3
INV-1614,2023-03-06,2023-03-06 17:43:00,Milk,Dairy,2,2.97,5.94,Member,Debit Card,Fmale,36-45,4
INV-1614,2023-03-06,2023-03-06 17:43:00,Toilet Paper,Household,2,9.21,18.43,Member,Debit Card,Fmale,36-45,4
INV-1614,2023-03-06,2023-03-06 17:43:00,Tea,Beverages,1,5.24,5.24,Member,Debit Card,Fmale,36-45,4
INV-1614,2023-03-06,2023-03-06 17:43:00,Bananas,Produce,1,1.93,1.93,Member,Debit Card,Fmale,36-45,4
INV-1615,2023-03-06,2023-03-06 19:04:00,Fish,Seafood,1,9.79,9.79,Member,Credit Cart,Male,46-55,4
INV-1615,2023-03-06,2023-03-06 19:04:00,Cheese,Dairy,3,6.21,18.63,Member,Credit Cart,Male,46-55,4
INV-1615,2023-03-06,2023-03-06 19:04:00,Apples,Produce,2,16.5,32.99,Member,Credit Cart,Male,46-55,4
INV-1615,2023-03-06,2023-03-06 19:04:00,Bananas,Produce,3,1.96,5.87,Member,Credit Cart,Male,46-55,4
INV-1615,2023-03-06,2023-03-06 19:04:00,Tomatoes,Produce,3,2.57,7.72,Member,Credit Cart,Male,46-55,4
INV-1615,2023-03-06,2023-03-06 19:04:00,Chicken,Meat,3,8.69,26.08,Member,Credit Cart,Male,46-55,4
INV-1615,2023-03-06,2023-03-06 19:04:00,Bananas,Produce,1,1.9,1.9,Member,Credit Cart,Male,46-55,4
INV-1615,2023-03-06,2023-03-06 19:04:00,Soap,Personal Care,1,6.16,6.16,Member,Credit Cart,Male,46-55,4
INV-1615,2023-03-06,2023-03-06 19:04:00,Milk,Dairy,2,2.89,5.78,Member,Credit Cart,Male,46-55,4
INV-1615,2023-03-06,2023-03-06 19:04:00,Oranges,Produce,3,1.04,3.12,Member,Credit Cart,Male,46-55,4
INV-1615,2023-03-06,2023-03-06 19:04:00,Shampoo,Personal Care,2,5.11,10.23,Member,Credit Cart,Male,46-55,4
INV-1615,2023-03-06,2023-03-06 19:04:00,Tea,Beverages,1,4.76,4.76,Member,Credit Cart,Male,46-55,4
INV-1615,2023-03-06,2023-03-06 19:04:00,Beer,Alcohol,2,2.0,4.0,Member,Credit Cart,Male,46-55,4
INV-1615,2023-03-06,2023-03-06 19:04:00,Milk,Dairy,3,3.14,9.42,Member,Credit Cart,Male,46-55,4
INV-1616,2023-03-06,2023-03-06 18:46:00,Tea,Beverages,2,5.23,10.46,Member,Debit Card,Fmale,36-45,3
INV-1616,2023-03-06,2023-03-06 18:46:00,Soap,Personal Care,2,5.93,11.85,Member,Debit Card,Fmale,36-45,3
INV-1616,2023-03-06,2023-03-06 18:46:00,Wine,Alcohol,3,12.52,37.55,Member,Debit Card,Fmale,36-45,3
INV-1616,2023-03-06,2023-03-06 18:46:00,Tea,Beverages,2,5.07,10.13,Member,Debit Card,Fmale,36-45,3
INV-1616,2023-03-06,2023-03-06 18:46:00,Fish,Seafood,3,10.06,30.19,Member,Debit Card,Fmale,36-45,3
INV-1616,2023-03-06,2023-03-06 18:46:00,Tea,Beverages,1,5.13,5.13,Member,Debit Card,Fmale,36-45,3
INV-1616,2023-03-06,2023-03-06 18:46:00,Toilet Paper,Household,3,8.76,26.28,Member,Debit Card,Fmale,36-45,3
INV-1616,2023-03-06,2023-03-06 18:46:00,Eggs,Dairy,1,2.25,2.25,Member,Debit Card,Fmale,36-45,3
INV-1616,2023-03-06,2023-03-06 18:46:00,Shampoo,Personal Care,1,4.94,4.94,Member,Debit Card,Fmale,36-45,3
INV-1616,2023-03-06,2023-03-06 18:46:00,Sugar,Pantry,1,2.87,2.87,Member,Debit Card,Fmale,36-45,3
INV-1616,2023-03-06,2023-03-06 18:46:00,Bread,Bakery,1,4.36,4.36,Member,Debit Card,Fmale,36-45,3
INV-1616,2023-03-06,2023-03-06 18:46:00,Pasta,Pantry,1,2.03,2.03,Member,Debit Card,Fmale,36-45,3
INV-1616,2023-03-06,2023-03-06 18:46:00,Toothpaste,Personal Care,3,2.5,7.49,Member,Debit Card,Fmale,36-45,3
INV-1617,2023-03-06,2023-03-06 13:22:00,Datergent,Household,1,3.83,3.83,Member,Cash,Male,26-35,4
INV-1617,2023-03-06,2023-03-06 13:22:00,Bananas,Produce,3,2.0,6.0,Member,Cash,Male,26-35,4
INV-1617,2023-03-06,2023-03-06 13:22:00,Coffee,Beverages,2,7.92,15.84,Member,Cash,Male,26-35,4
INV-1617,2023-03-06,2023-03-06 13:22:00,Flour,Pantry,1,4.11,4.11,Member,Cash,Male,26-35,4
INV-1617,2023-03-06,2023-03-06 13:22:00,Juice,Beverages,2,3.59,7.18,Member,Cash,Male,26-35,4
INV-1617,2023-03-06,2023-03-06 13:22:00,Toilet Paper,Household,2,8.57,17.13,Member,Cash,Male,26-35,4
INV-1617,2023-03-06,2023-03-06 13:22:00,Coffee,Beverages,2,8.37,16.75,Member,Cash,Male,26-35,4
INV-1617,2023-03-06,2023-03-06 13:22:00,Oranges,Produce,1,1.04,1.04,Member,Cash,Male,26-35,4
INV-1617,2023-03-06,2023-03-06 13:22:00,Flour,Pantry,3,3.86,11.59,Member,Cash,Male,26-35,4
INV-1618,2023-03-06,2023-03-06 18:14:00,Rice,Pantry,3,5.22,15.67,Member,Debit Card,Fmale,36-45,5
INV-1618,2023-03-06,2023-03-06 18:14:00,Soap,Personal Care,3,6.27,18.82,Member,Debit Card,Fmale,36-45,5
INV-1618,2023-03-06,2023-03-06 18:14:00,Eggs,Dairy,1,2.26,2.26,Member,Debit Card,Fmale,36-45,5
INV-1618,2023-03-06,2023-03-06 18:14:00,Milk,Dairy,1,2.89,2.89,Member,Debit Card,Fmale,36-45,5
INV-1618,2023-03-06,2023-03-06 18:14:00,Sugar,Pantry,2,3.07,6.14,Member,Debit Card,Fmale,36-45,5
INV-1618,2023-03-06,2023-03-06 18:14:00,Rice,Pantry,2,5.13,10.25,Member,Debit Card,Fmale,36-45,5
INV-1618,2023-03-06,2023-03-06 18:14:00,Toilet Paper,Household,1,9.1,9.1,Member,Debit Card,Fmale,36-45,5
INV-1618,2023-03-06,2023-03-06 18:14:00,Wine,Alcohol,2,11.89,23.78,Member,Debit Card,Fmale,36-45,5
INV-1618,2023-03-06,2023-03-06 18:14:00,Oranges,Produce,1,0.96,0.96,Member,Debit Card,Fmale,36-45,5
INV-1619,2023-03-06,2023-03-06 13:31:00,Yagurt,Dairy,2,2.03,4.05,Regular,Debit Card,Male,18-25,3
INV-1620,2023-03-06,2023-03-06 10:43:00,Toothpaste,Personal Care,2,2.59,5.18,Regular,Credit Cart,Fmale,26-35,5
INV-1620,2023-03-06,2023-03-06 10:43:00,Pasta,Pantry,1,1.94,1.94,Regular,Credit Cart,Fmale,26-35,5
INV-1620,2023-03-06,2023-03-06 10:43:00,Tomatoes,Produce,2,2.48,4.97,Regular,Credit Cart,Fmale,26-35,5
INV-1620,2023-03-06,2023-03-06 10:43:00,Eggs,Dairy,3,2.32,6.97,Regular,Credit Cart,Fmale,26-35,5
INV-1620,2023-03-06,2023-03-06 10:43:00,Apples,Produce,3,15.46,46.39,Regular,Credit Cart,Fmale,26-35,5
INV-1620,2023-03-06,2023-03-06 10:43:00,Juice,Beverages,1,3.52,3.52,Regular,Credit Cart,Fmale,26-35,5
INV-1620,2023-03-06,2023-03-06 10:43:00,Yagurt,Dairy,1,2.09,2.09,Regular,Credit Cart,Fmale,26-35,5
INV-1620,2023-03-06,2023-03-06 10:43:00,Bananas,Produce,2,1.96,3.93,Regular,Credit Cart,Fmale,26-35,5
INV-1620,2023-03-06,2023-03-06 10:43:00,Tomatoes,Produce,1,2.52,2.52,Regular,Credit Cart,Fmale,26-35,5
INV-1620,2023-03-06,2023-03-06 10:43:00,Datergent,Household,2,3.81,7.61,Regular,Credit Cart,Fmale,26-35,5
INV-1620,2023-03-06,2023-03-06 10:43:00,Water,Beverages,1,0.97,0.97,Regular,Credit Cart,Fmale,26-35,5
INV-1620,2023-03-06,2023-03-06 10:43:00,Bread,Bakery,1,4.58,4.58,Regular,Credit Cart,Fmale,26-35,5
INV-1621,2023-03-06,2023-03-06 08:04:00,Soap,Personal Care,3,5.82,17.47,Regular,Credit Cart,Fmale,36-45,3
INV-1621,2023-03-06,2023-03-06 08:04:00,Juice,Beverages,1,3.35,3.35,Regular,Credit Cart,Fmale,36-45,3
INV-1621,2023-03-06,2023-03-06 08:04:00,Potatoes,Produce,1,3.14,3.14,Regular,Credit Cart,Fmale,36-45,3
INV-1621,2023-03-06,2023-03-06 08:04:00,Potatoes,Produce,3,2.98,8.94,Regular,Credit Cart,Fmale,36-45,3
INV-1622,2023-03-06,2023-03-06 13:23:00,Pasta,Pantry,1,1.97,1.97,Member,Credit Cart,Male,18-25,3
INV-1622,2023-03-06,2023-03-06 13:23:00,Toothpaste,Personal Care,3,2.49,7.46,Member,Credit Cart,Male,18-25,3
INV-1622,2023-03-06,2023-03-06 13:23:00,Coffee,Beverages,1,7.69,7.69,Member,Credit Cart,Male,18-25,3
INV-1622,2023-03-06,2023-03-06 13:23:00,Chicken,Meat,3,9.27,27.8,Member,Credit Cart,Male,18-25,3
INV-1622,2023-03-06,2023-03-06 13:23:00,Tomatoes,Produce,2,2.47,4.94,Member,Credit Cart,Male,18-25,3
INV-1622,2023-03-06,2023-03-06 13:23:00,Wine,Alcohol,2,11.72,23.45,Member,Credit Cart,Male,18-25,3
INV-1622,2023-03-06,2023-03-06 13:23:00,Milk,Dairy,2,3.01,6.03,Member,Credit Cart,Male,18-25,3
INV-1622,2023-03-06,2023-03-06 13:23:00,Yagurt,Dairy,2,1.91,3.82,Member,Credit Cart,Male,18-25,3
INV-1623,2023-03-06,2023-03-06 15:25:00,Coffee,Beverages,2,8.29,16.57,Member,Debit Card,Fmale,18-25,3
INV-1623,2023-03-06,2023-03-06 15:25:00,Bananas,Produce,3,2.09,6.27,Member,Debit Card,Fmale,18-25,3
INV-1623,2023-03-06,2023-03-06 15:25:00,Yagurt,Dairy,2,1.9,3.79,Member,Debit Card,Fmale,18-25,3
INV-1623,2023-03-06,2023-03-06 15:25:00,Butter,Dairy,3,5.0,15.01,Member,Debit Card,Fmale,18-25,3
INV-1623,2023-03-06,2023-03-06 15:25:00,Toothpaste,Personal Care,2,2.39,4.77,Member,Debit Card,Fmale,18-25,3
INV-1623,2023-03-06,2023-03-06 15:25:00,Rice,Pantry,1,5.01,5.01,Member,Debit Card,Fmale,18-25,3
INV-1623,2023-03-06,2023-03-06 15:25:00,Wine,Alcohol,2,11.63,23.26,Member,Debit Card,Fmale,18-25,3
INV-1623,2023-03-06,2023-03-06 15:25:00,Cheese,Dairy,1,5.85,5.85,Member,Debit Card,Fmale,18-25,3
INV-1623,2023-03-06,2023-03-06 15:25:00,Potatoes,Produce,2,2.93,5.87,Member,Debit Card,Fmale,18-25,3
INV-1623,2023-03-06,2023-03-06 15:25:00,Cheese,Dairy,3,6.24,18.71,Member,Debit Card,Fmale,18-25,3
INV-1623,2023-03-06,2023-03-06 15:25:00,Milk,Dairy,1,2.95,2.95,Member,Debit Card,Fmale,18-25,3
INV-1623,2023-03-06,2023-03-06 15:25:00,Beef,Meat,1,13.49,13.49,Member,Debit Card,Fmale,18-25,3
INV-1623,2023-03-06,2023-03-06 15:25:00,Bread,Bakery,1,4.51,4.51,Member,Debit Card,Fmale,18-25,3
INV-1624,2023-03-06,2023-03-06 09:17:00,Tea,Beverages,3,5.08,15.25,Regular,Credit Cart,Fmale,36-45,3
