order_id,date,book,author,category,quantity,unit_price,total_sales,customer_type,payment_method,customer_gender,customer_age,book_format,rating
ORD-3060,2023-02-19,The Hobbit,J.R.R. Tolkien,Fantasy,1,15.38,15.38,Regular,Debit Card,Female,18-25,Paperback,3
ORD-3061,2023-02-19,The Book Thief,Markus Zusak,Historical Fiction,1,14.16,14.16,Regular,Debit Card,Female,18-25,Paperback,3
ORD-3062,2023-02-19,The Handmaid's Tale,Margaret Atwood,Dystopian,1,15.18,15.18,Regular,Debit Card,Female,18-25,Paperback,3
ORD-3063,2023-02-19,The Kite Runner,Khaled Hosseini,Fiction,1,13.92,13.92,Regular,Debit Card,Female,18-25,Paperback,3
ORD-3064,2023-02-19,Pride and Prejudice,Jane Austen,Classic,1,12.17,12.17,Regular,Debit Card,Female,18-25,Paperback,3
ORD-3065,2023-02-19,The Kite Runner,Khaled Hosseini,Fiction,1,13.81,13.81,Teacher,Debit Card,Male,36-45,Paperback,3
ORD-3066,2023-02-19,The Girl with the Dragon Tattoo,Stieg Larsson,Thriller,1,15.3,15.3,Teacher,Debit Card,Male,36-45,Paperback,3
ORD-3067,2023-02-19,The Da Vinci Code,Dan Brown,Thriller,1,14.6,14.6,Teacher,Debit Card,Male,36-45,Paperback,3
ORD-3068,2023-02-19,Harry Potter and the Philosopher's Stone,J.K. Rowling,Fantasy,1,23.89,23.89,Student,Credit Card,Female,"26,35",Hardcover,5
ORD-3069,2023-02-19,The Lord of the Rings,J.R.R. Tolkien,Fantasy,1,28.24,28.24,Student,Credit Card,Female,"26,35",Hardcover,5
ORD-3070,2023-02-19,The Martian,Andy Weir,Science Fiction,1,23.35,23.35,Student,Credit Card,Female,"26,35",Hardcover,5
ORD-3071,2023-02-19,The Catcher in the Rye,J.D. Salinger,Classic,1,19.06,19.06,Regular,Debit Card,Male,"26,35",Hardcover,3
ORD-3072,2023-02-19,The Kite Runner,Khaled Hosseini,Fiction,1,10.21,10.21,Regular,Credit Card,Female,"26,35",E-book,3
ORD-3073,2023-02-19,Brave New World,Aldous Huxley,Dystopian,1,9.07,9.07,Regular,Credit Card,Female,"26,35",E-book,3
ORD-3074,2023-02-19,The Catcher in the Rye,J.D. Salinger,Classic,1,10.52,10.52,Regular,Credit Card,Female,"26,35",E-book,3
ORD-3075,2023-02-20,Harry Potter and the Philosopher's Stone,J.K. Rowling,Fantasy,3,16.42,49.27,Teacher,Credit Card,Male,46-55,Paperback,5
ORD-3076,2023-02-20,The Alchemist,Paulo Coelho,Fiction,1,12.24,12.24,Teacher,Credit Card,Male,46-55,Paperback,5
ORD-3077,2023-02-20,The Road,Cormac McCarthy,Post-Apocalyptic,2,13.15,26.31,Student,Paypal,Male,36-45,Paperback,3
ORD-3078,2023-02-20,The Road,Cormac McCarthy,Post-Apocalyptic,1,18.94,18.94,Regular,Credit Card,Female,46-55,Hardcover,4
ORD-3079,2023-02-20,The Chronicles of Narnia,C.S. Lewis,Fantasy,1,22.95,22.95,Regular,Credit Card,Female,46-55,Hardcover,4
ORD-3080,2023-02-20,Harry Potter and the Philosopher's Stone,J.K. Rowling,Fantasy,1,23.94,23.94,Regular,Credit Card,Female,46-55,Hardcover,4
ORD-3081,2023-02-20,1984,George Orwell,Dystopian,1,17.97,17.97,Regular,Credit Card,Male,36-45,Hardcover,3
ORD-3082,2023-02-20,The Chronicles of Narnia,C.S. Lewis,Fantasy,1,27.89,27.89,Regular,Credit Card,Male,36-45,Hardcover,3
ORD-3083,2023-02-20,The Great Gatsby,F. Scott Fitzgerald,Classic,1,18.46,18.46,Regular,Credit Card,Male,36-45,Hardcover,3
ORD-3084,2023-02-20,The Martian,Andy Weir,Science Fiction,1,14.25,14.25,Regular,Credit Card,Male,"26,35",Paperback,3
ORD-3085,2023-02-20,The Fault in Our Stars,John Green,Young Adult,1,13.54,13.54,Regular,Credit Card,Male,46-55,Paperback,3
ORD-3086,2023-02-20,The Martian,Andy Weir,Science Fiction,1,14.56,14.56,Regular,Credit Card,Male,46-55,Paperback,3
ORD-3087,2023-02-20,The Great Gatsby,F. Scott Fitzgerald,Classic,1,12.74,12.74,Student,Credit Card,Male,18-25,Paperback,3
ORD-3088,2023-02-20,1984,George Orwell,Dystopian,1,11.18,11.18,Student,Credit Card,Male,18-25,Paperback,3
ORD-3089,2023-02-20,The Handmaid's Tale,Margaret Atwood,Dystopian,1,19.88,19.88,Regular,Credit Card,Male,18-25,Hardcover,5
ORD-3090,2023-02-20,The Da Vinci Code,Dan Brown,Thriller,1,23.98,23.98,Regular,Credit Card,Male,18-25,Hardcover,5
ORD-3091,2023-02-20,The Little Prince,Antoine de Saint-Exupéry,Fiction,1,13.98,13.98,Regular,Credit Card,Male,18-25,Hardcover,5
ORD-3092,2023-02-21,The Great Gatsby,F. Scott Fitzgerald,Classic,1,19.82,19.82,Student,Cach,Female,56+,Hardcover,4
ORD-3093,2023-02-21,Brave New World,Aldous Huxley,Dystopian,1,18.66,18.66,Student,Cach,Female,56+,Hardcover,4
ORD-3094,2023-02-21,The Stand,Stephen King,Horror,3,30.53,91.59,Student,Cach,Female,56+,Hardcover,4
ORD-3095,2023-02-21,The Hunger Games,Suzanne Collins,Young Adult,1,10.42,10.42,Student,Paypal,Female,18-25,E-book,5
ORD-3096,2023-02-21,Brave New World,Aldous Huxley,Dystopian,1,9.3,9.3,Student,Paypal,Female,18-25,E-book,5
ORD-3097,2023-02-21,To Kill a Mockingbird,Harper Lee,Classic,1,12.42,12.42,Student,Paypal,Female,18-25,E-book,5
ORD-3098,2023-02-21,The Chronicles of Narnia,C.S. Lewis,Fantasy,1,17.83,17.83,Collector,Debit Card,Female,"26,35",Paperback,5
ORD-3099,2023-02-21,The Hobbit,J.R.R. Tolkien,Fantasy,1,14.74,14.74,Collector,Debit Card,Female,"26,35",Paperback,5
ORD-3100,2023-02-21,The Stand,Stephen King,Horror,1,16.61,16.61,Student,Debit Card,Male,36-45,E-book,3
ORD-3101,2023-02-21,The Da Vinci Code,Dan Brown,Thriller,1,11.26,11.26,Student,Debit Card,Male,36-45,E-book,3
ORD-3102,2023-02-21,The Hunger Games,Suzanne Collins,Young Adult,1,10.2,10.2,Student,Debit Card,Male,36-45,E-book,3
ORD-3103,2023-02-21,The Great Gatsby,F. Scott Fitzgerald,Classic,1,9.99,9.99,Student,Debit Card,Male,36-45,E-book,3
ORD-3104,2023-02-21,The Chronicles of Narnia,C.S. Lewis,Fantasy,3,13.34,40.03,Student,Credit Card,Female,56+,E-book,3
ORD-3105,2023-02-21,The Alchemist,Paulo Coelho,Fiction,1,10.96,10.96,Student,Credit Card,Female,56+,E-book,3
ORD-3106,2023-02-21,Gone Girl,Gillian Flynn,Thriller,1,12.1,12.1,Student,Credit Card,Female,56+,E-book,3
ORD-3107,2023-02-21,The Hobbit,J.R.R. Tolkien,Fantasy,1,16.1,16.1,Collector,Credit Card,Female,56+,Paperback,3
ORD-3108,2023-02-21,The Little Prince,Antoine de Saint-Exupéry,Fiction,1,10.57,10.57,Collector,Credit Card,Female,56+,Paperback,3
ORD-3109,2023-02-21,It,Stephen King,Horror,3,18.86,56.58,Collector,Credit Card,Female,56+,Paperback,3
ORD-3110,2023-02-21,The Catcher in the Rye,J.D. Salinger,Classic,2,15.23,30.46,Collector,Credit Card,Female,56+,Paperback,3
ORD-3111,2023-02-21,Gone Girl,Gillian Flynn,Thriller,1,14.37,14.37,Collector,Credit Card,Female,56+,Paperback,3
ORD-3112,2023-02-21,The Hobbit,J.R.R. Tolkien,Fantasy,1,22.5,22.5,Collector,Credit Card,Female,18-25,Hardcover,3
ORD-3113,2023-02-21,The Girl with the Dragon Tattoo,Stieg Larsson,Thriller,1,24.58,24.58,Collector,Credit Card,Female,18-25,Hardcover,3
ORD-3114,2023-02-21,It,Stephen King,Horror,1,27.68,27.68,Collector,Credit Card,Female,18-25,Hardcover,3
ORD-3115,2023-02-21,The Great Gatsby,F. Scott Fitzgerald,Classic,1,19.23,19.23,Collector,Credit Card,Female,18-25,Hardcover,3
ORD-3116,2023-02-21,1984,George Orwell,Dystopian,1,18.06,18.06,Collector,Credit Card,Female,18-25,Hardcover,3
ORD-3117,2023-02-21,The Girl with the Dragon Tattoo,Stieg Larsson,Thriller,1,26.28,26.28,Collector,Credit Card,Female,56+,Hardcover,4
ORD-3118,2023-02-21,The Road,Cormac McCarthy,Post-Apocalyptic,1,16.29,16.29,Collector,Credit Card,Female,56+,Hardcover,4
ORD-3119,2023-02-21,Brave New World,Aldous Huxley,Dystopian,1,17.51,17.51,Collector,Credit Card,Female,56+,Hardcover,4
ORD-3120,2023-02-21,The Great Gatsby,F. Scott Fitzgerald,Classic,1,18.88,18.88,Collector,Credit Card,Female,56+,Hardcover,4
ORD-3121,2023-02-22,To Kill a Mockingbird,Harper Lee,Classic,1,23.53,23.53,Teacher,Credit Card,Female,46-55,Hardcover,4
ORD-3122,2023-02-22,The Handmaid's Tale,Margaret Atwood,Dystopian,1,19.65,19.65,Teacher,Credit Card,Female,46-55,Hardcover,4
ORD-3123,2023-02-22,The Da Vinci Code,Dan Brown,Thriller,1,21.19,21.19,Teacher,Credit Card,Female,46-55,Hardcover,4
ORD-3124,2023-02-22,1984,George Orwell,Dystopian,1,14.94,14.94,Teacher,Credit Card,Female,46-55,Hardcover,4
ORD-3125,2023-02-22,The Martian,Andy Weir,Science Fiction,1,24.16,24.16,Teacher,Credit Card,Female,18-25,Hardcover,3
ORD-3126,2023-02-22,The Great Gatsby,F. Scott Fitzgerald,Classic,1,18.83,18.83,Teacher,Credit Card,Female,18-25,Hardcover,3
ORD-3127,2023-02-22,The Hobbit,J.R.R. Tolkien,Fantasy,1,14.84,14.84,Regular,Debit Card,Female,36-45,Paperback,5
ORD-3128,2023-02-22,The Little Prince,Antoine de Saint-Exupéry,Fiction,1,10.3,10.3,Regular,Debit Card,Female,36-45,Paperback,5
ORD-3129,2023-02-22,1984,George Orwell,Dystopian,1,17.55,17.55,Regular,Debit Card,Male,56+,Hardcover,5
ORD-3130,2023-02-22,The Girl with the Dragon Tattoo,Stieg Larsson,Thriller,1,21.69,21.69,Regular,Debit Card,Male,56+,Hardcover,5
ORD-3131,2023-02-22,The Girl with the Dragon Tattoo,Stieg Larsson,Thriller,1,24.19,24.19,Teacher,Debit Card,Male,36-45,Hardcover,5
ORD-3132,2023-02-22,The Book Thief,Markus Zusak,Historical Fiction,1,22.52,22.52,Teacher,Debit Card,Male,36-45,Hardcover,5
ORD-3133,2023-02-22,The Stand,Stephen King,Horror,1,19.11,19.11,Regular,Credit Card,Male,18-25,Paperback,4
ORD-3134,2023-02-22,Pride and Prejudice,Jane Austen,Classic,1,17.61,17.61,Regular,Cach,Female,56+,Hardcover,4
ORD-3135,2023-02-22,The Martian,Andy Weir,Science Fiction,1,23.4,23.4,Regular,Cach,Female,56+,Hardcover,4
ORD-3136,2023-02-22,The Little Prince,Antoine de Saint-Exupéry,Fiction,1,15.77,15.77,Regular,Cach,Female,56+,Hardcover,4
ORD-3137,2023-02-22,1984,George Orwell,Dystopian,1,15.21,15.21,Regular,Cach,Female,56+,Hardcover,4
ORD-3138,2023-02-22,The Alchemist,Paulo Coelho,Fiction,1,17.86,17.86,Teacher,Debit Card,Female,"26,35",Hardcover,3
ORD-3139,2023-02-22,The Shining,Stephen King,Horror,1,21.18,21.18,Student,Credit Card,Male,56+,Hardcover,4
ORD-3140,2023-02-22,The Book Thief,Markus Zusak,Historical Fiction,1,20.59,20.59,Student,Credit Card,Male,56+,Hardcover,4
ORD-3141,2023-02-22,Harry Potter and the Philosopher's Stone,J.K. Rowling,Fantasy,1,27.98,27.98,Student,Credit Card,Male,56+,Hardcover,4
ORD-3142,2023-02-22,The Da Vinci Code,Dan Brown,Thriller,2,20.58,41.16,Student,Credit Card,Male,56+,Hardcover,4
ORD-3143,2023-02-22,Brave New World,Aldous Huxley,Dystopian,1,9.09,9.09,Regular,Credit Card,Male,56+,E-book,5
ORD-3144,2023-02-22,1984,George Orwell,Dystopian,1,8.05,8.05,Regular,Credit Card,Male,56+,E-book,5
ORD-3145,2023-02-22,Pride and Prejudice,Jane Austen,Classic,1,9.8,9.8,Regular,Credit Card,Male,56+,E-book,5
ORD-3146,2023-02-22,The Alchemist,Paulo Coelho,Fiction,1,10.8,10.8,Regular,Credit Card,Male,56+,E-book,5
ORD-3147,2023-02-22,Brave New World,Aldous Huxley,Dystopian,3,16.46,49.39,Regular,Debit Card,Female,"26,35",Hardcover,5
ORD-3148,2023-02-22,The Book Thief,Markus Zusak,Historical Fiction,3,21.52,64.57,Regular,Debit Card,Female,"26,35",Hardcover,5
ORD-3149,2023-02-22,The Fault in Our Stars,John Green,Young Adult,1,12.85,12.85,Teacher,Credit Card,Male,"26,35",Paperback,4
ORD-3150,2023-02-22,Pride and Prejudice,Jane Austen,Classic,1,11.44,11.44,Teacher,Credit Card,Male,"26,35",Paperback,4
ORD-3151,2023-02-22,The Road,Cormac McCarthy,Post-Apocalyptic,1,12.25,12.25,Teacher,Credit Card,Male,"26,35",Paperback,4
ORD-3152,2023-02-22,The Little Prince,Antoine de Saint-Exupéry,Fiction,1,13.97,13.97,Regular,Credit Card,Male,46-55,Hardcover,5
ORD-3153,2023-02-22,The Alchemist,Paulo Coelho,Fiction,1,20.53,20.53,Regular,Credit Card,Male,46-55,Hardcover,5
ORD-3154,2023-02-22,The Stand,Stephen King,Horror,1,32.6,32.6,Regular,Credit Card,Male,46-55,Hardcover,5
ORD-3155,2023-02-22,The Lord of the Rings,J.R.R. Tolkien,Fantasy,1,31.74,31.74,Regular,Credit Card,Male,46-55,Hardcover,5
ORD-3156,2023-02-23,The Handmaid's Tale,Margaret Atwood,Dystopian,1,14.89,14.89,Regular,Credit Card,Female,36-45,Paperback,5
ORD-3157,2023-02-23,The Da Vinci Code,Dan Brown,Thriller,1,16.33,16.33,Regular,Credit Card,Female,36-45,Paperback,5
ORD-3158,2023-02-23,The Fault in Our Stars,John Green,Young Adult,1,12.84,12.84,Regular,Credit Card,Female,36-45,Paperback,5
ORD-3159,2023-02-23,It,Stephen King,Horror,1,17.75,17.75,Regular,Credit Card,Female,36-45,Paperback,5
ORD-3160,2023-02-23,The Alchemist,Paulo Coelho,Fiction,1,13.23,13.23,Regular,Credit Card,Female,36-45,Paperback,5
ORD-3161,2023-02-23,Harry Potter and the Philosopher's Stone,J.K. Rowling,Fantasy,1,12.37,12.37,Collector,Debit Card,Male,46-55,E-book,4
ORD-3162,2023-02-23,Gone Girl,Gillian Flynn,Thriller,1,14.12,14.12,Teacher,Credit Card,Male,56+,Paperback,5
ORD-3163,2023-02-23,Brave New World,Aldous Huxley,Dystopian,1,12.71,12.71,Teacher,Credit Card,Male,56+,Paperback,5
ORD-3164,2023-02-23,The Catcher in the Rye,J.D. Salinger,Classic,1,12.84,12.84,Teacher,Credit Card,Male,56+,Paperback,5
ORD-3165,2023-02-23,The Stand,Stephen King,Horror,1,20.0,20.0,Teacher,Credit Card,Male,56+,Paperback,5
ORD-3166,2023-02-23,The Handmaid's Tale,Margaret Atwood,Dystopian,1,14.94,14.94,Student,Paypal,Female,56+,Paperback,3
ORD-3167,2023-02-23,The Alchemist,Paulo Coelho,Fiction,1,12.05,12.05,Student,Paypal,Female,56+,Paperback,3
ORD-3168,2023-02-23,The Fault in Our Stars,John Green,Young Adult,1,11.79,11.79,Student,Paypal,Female,56+,Paperback,3
ORD-3169,2023-02-23,The Girl with the Dragon Tattoo,Stieg Larsson,Thriller,2,15.11,30.22,Student,Paypal,Female,56+,Paperback,3
ORD-3170,2023-02-23,The Hunger Games,Suzanne Collins,Young Adult,1,13.47,13.47,Student,Paypal,Female,56+,Paperback,3
ORD-3171,2023-02-23,Brave New World,Aldous Huxley,Dystopian,1,13.05,13.05,Teacher,Credit Card,Male,36-45,Paperback,4
ORD-3172,2023-02-23,The Chronicles of Narnia,C.S. Lewis,Fantasy,1,16.76,16.76,Teacher,Credit Card,Male,36-45,Paperback,4
ORD-3173,2023-02-23,The Book Thief,Markus Zusak,Historical Fiction,1,15.22,15.22,Teacher,Credit Card,Male,36-45,Paperback,4
ORD-3174,2023-02-23,The Girl with the Dragon Tattoo,Stieg Larsson,Thriller,1,16.76,16.76,Teacher,Credit Card,Male,36-45,Paperback,4
ORD-3175,2023-02-23,It,Stephen King,Horror,1,25.4,25.4,Regular,Debit Card,Male,36-45,Hardcover,3
ORD-3176,2023-02-23,Pride and Prejudice,Jane Austen,Classic,1,17.04,17.04,Regular,Debit Card,Male,36-45,Hardcover,3
ORD-3177,2023-02-23,The Da Vinci Code,Dan Brown,Thriller,1,20.27,20.27,Regular,Debit Card,Male,36-45,Hardcover,3
ORD-3178,2023-02-23,The Martian,Andy Weir,Science Fiction,3,23.95,71.86,Regular,Debit Card,Male,36-45,Hardcover,3
ORD-3179,2023-02-23,The Kite Runner,Khaled Hosseini,Fiction,1,18.85,18.85,Collector,Credit Card,Female,18-25,Hardcover,3
ORD-3180,2023-02-23,Pride and Prejudice,Jane Austen,Classic,1,18.88,18.88,Collector,Credit Card,Female,18-25,Hardcover,3
ORD-3181,2023-02-23,The Stand,Stephen King,Horror,1,30.13,30.13,Collector,Credit Card,Female,18-25,Hardcover,3
ORD-3182,2023-02-23,The Shining,Stephen King,Horror,1,20.04,20.04,Collector,Credit Card,Female,18-25,Hardcover,3
ORD-3183,2023-02-23,The Catcher in the Rye,J.D. Salinger,Classic,1,14.51,14.51,Collector,Credit Card,Male,18-25,Paperback,3
ORD-3184,2023-02-23,The Da Vinci Code,Dan Brown,Thriller,1,13.81,13.81,Collector,Credit Card,Male,18-25,Paperback,3
ORD-3185,2023-02-23,The Hobbit,J.R.R. Tolkien,Fantasy,3,16.54,49.61,Collector,Credit Card,Male,18-25,Paperback,3
ORD-3186,2023-02-23,The Stand,Stephen King,Horror,1,18.55,18.55,Collector,Credit Card,Male,18-25,Paperback,3
ORD-3187,2023-02-23,The Handmaid's Tale,Margaret Atwood,Dystopian,1,10.75,10.75,Regular,Cach,Female,36-45,E-book,4
ORD-3188,2023-02-23,The Road,Cormac McCarthy,Post-Apocalyptic,1,9.62,9.62,Regular,Cach,Female,36-45,E-book,4
ORD-3189,2023-02-23,The Girl with the Dragon Tattoo,Stieg Larsson,Thriller,1,24.15,24.15,Teacher,Paypal,Female,46-55,Hardcover,3
ORD-3190,2023-02-23,Brave New World,Aldous Huxley,Dystopian,1,19.51,19.51,Teacher,Paypal,Female,46-55,Hardcover,3
ORD-3191,2023-02-23,1984,George Orwell,Dystopian,1,16.33,16.33,Teacher,Paypal,Female,46-55,Hardcover,3
ORD-3192,2023-02-23,The Book Thief,Markus Zusak,Historical Fiction,3,20.35,61.04,Teacher,Paypal,Female,46-55,Hardcover,3
ORD-3193,2023-02-23,The Fault in Our Stars,John Green,Young Adult,1,13.23,13.23,Student,Credit Card,Female,46-55,Paperback,3
ORD-3194,2023-02-23,Pride and Prejudice,Jane Austen,Classic,1,11.43,11.43,Student,Credit Card,Female,46-55,Paperback,3
ORD-3195,2023-02-23,The Stand,Stephen King,Horror,1,20.09,20.09,Student,Credit Card,Female,46-55,Paperback,3
ORD-3196,2023-02-23,The Lord of the Rings,J.R.R. Tolkien,Fantasy,1,21.09,21.09,Student,Credit Card,Female,46-55,Paperback,3
ORD-3197,2023-02-23,The Lord of the Rings,J.R.R. Tolkien,Fantasy,1,31.23,31.23,Student,Paypal,Female,"26,35",Hardcover,3
ORD-3198,2023-02-23,To Kill a Mockingbird,Harper Lee,Classic,1,21.69,21.69,Student,Paypal,Female,"26,35",Hardcover,3
ORD-3199,2023-02-23,The Shining,Stephen King,Horror,1,18.74,18.74,Student,Paypal,Female,"26,35",Hardcover,3
ORD-3200,2023-02-23,The Hobbit,J.R.R. Tolkien,Fantasy,1,23.5,23.5,Student,Paypal,Female,"26,35",Hardcover,3
ORD-3201,2023-02-23,The Kite Runner,Khaled Hosseini,Fiction,1,20.59,20.59,Student,Paypal,Female,"26,35",Hardcover,3
ORD-3202,2023-02-23,The Hobbit,J.R.R. Tolkien,Fantasy,1,16.76,16.76,Regular,Credit Card,Male,56+,Paperback,3
ORD-3203,2023-02-23,The Alchemist,Paulo Coelho,Fiction,1,13.05,13.05,Regular,Credit Card,Male,56+,Paperback,3
ORD-3204,2023-02-24,The Great Gatsby,F. Scott Fitzgerald,Classic,1,12.29,12.29,Regular,Credit Card,Female,46-55,Paperback,4
ORD-3205,2023-02-24,It,Stephen King,Horror,1,16.59,16.59,Teacher,Credit Card,Male,"26,35",Paperback,3
ORD-3206,2023-02-24,The Stand,Stephen King,Horror,1,20.47,20.47,Teacher,Credit Card,Male,"26,35",Paperback,3
ORD-3207,2023-02-24,The Shining,Stephen King,Horror,3,14.04,42.11,Teacher,Credit Card,Male,"26,35",Paperback,3
ORD-3208,2023-02-24,Brave New World,Aldous Huxley,Dystopian,1,11.66,11.66,Regular,Credit Card,Female,"26,35",Paperback,4
ORD-3209,2023-02-24,1984,George Orwell,Dystopian,1,11.95,11.95,Regular,Credit Card,Female,"26,35",Paperback,4
ORD-3210,2023-02-24,The Shining,Stephen King,Horror,3,13.69,41.07,Regular,Credit Card,Female,"26,35",Paperback,4
ORD-3211,2023-02-24,The Fault in Our Stars,John Green,Young Adult,1,12.31,12.31,Regular,Credit Card,Female,"26,35",Paperback,4
ORD-3212,2023-02-24,The Little Prince,Antoine de Saint-Exupéry,Fiction,1,9.57,9.57,Regular,Credit Card,Female,"26,35",Paperback,4
ORD-3213,2023-02-24,The Catcher in the Rye,J.D. Salinger,Classic,1,14.54,14.54,Regular,Debit Card,Female,"26,35",Paperback,3
ORD-3214,2023-02-24,Gone Girl,Gillian Flynn,Thriller,1,15.28,15.28,Teacher,Credit Card,Female,18-25,Paperback,4
ORD-3215,2023-02-24,Gone Girl,Gillian Flynn,Thriller,1,14.84,14.84,Collector,Paypal,Female,56+,Paperback,3
ORD-3216,2023-02-24,The Girl with the Dragon Tattoo,Stieg Larsson,Thriller,3,15.86,47.58,Collector,Paypal,Female,56+,Paperback,3
ORD-3217,2023-02-24,The Little Prince,Antoine de Saint-Exupéry,Fiction,1,9.47,9.47,Collector,Paypal,Female,56+,Paperback,3
ORD-3218,2023-02-24,The Lord of the Rings,J.R.R. Tolkien,Fantasy,1,18.74,18.74,Collector,Paypal,Female,56+,Paperback,3
ORD-3219,2023-02-24,The Hobbit,J.R.R. Tolkien,Fantasy,1,14.91,14.91,Collector,Paypal,Female,56+,Paperback,3
ORD-3220,2023-02-24,The Great Gatsby,F. Scott Fitzgerald,Classic,1,14.28,14.28,Regular,Credit Card,Male,18-25,Paperback,3
ORD-3221,2023-02-24,The Kite Runner,Khaled Hosseini,Fiction,1,19.3,19.3,Student,Cach,Female,36-45,Hardcover,4
ORD-3222,2023-02-24,Gone Girl,Gillian Flynn,Thriller,1,16.31,16.31,Teacher,Debit Card,Male,18-25,Paperback,5
ORD-3223,2023-02-24,1984,George Orwell,Dystopian,1,12.08,12.08,Teacher,Debit Card,Male,18-25,Paperback,5
ORD-3224,2023-02-24,The Catcher in the Rye,J.D. Salinger,Classic,1,13.52,13.52,Teacher,Debit Card,Male,18-25,Paperback,5
ORD-3225,2023-02-24,The Book Thief,Markus Zusak,Historical Fiction,1,13.79,13.79,Teacher,Debit Card,Male,18-25,Paperback,5
ORD-3226,2023-02-24,The Da Vinci Code,Dan Brown,Thriller,1,22.36,22.36,Teacher,Credit Card,Male,36-45,Hardcover,4
ORD-3227,2023-02-24,The Stand,Stephen King,Horror,3,31.89,95.66,Teacher,Credit Card,Male,36-45,Hardcover,4
ORD-3228,2023-02-24,To Kill a Mockingbird,Harper Lee,Classic,1,22.09,22.09,Teacher,Credit Card,Male,36-45,Hardcover,4
ORD-3229,2023-02-24,Brave New World,Aldous Huxley,Dystopian,1,18.62,18.62,Teacher,Credit Card,Male,36-45,Hardcover,4
ORD-3230,2023-02-24,The Girl with the Dragon Tattoo,Stieg Larsson,Thriller,1,26.29,26.29,Teacher,Credit Card,Male,36-45,Hardcover,4
ORD-3231,2023-02-24,Gone Girl,Gillian Flynn,Thriller,1,22.83,22.83,Regular,Paypal,Male,"26,35",Hardcover,3
ORD-3232,2023-02-24,The Girl with the Dragon Tattoo,Stieg Larsson,Thriller,1,24.64,24.64,Regular,Paypal,Male,"26,35",Hardcover,3
ORD-3233,2023-02-24,The Great Gatsby,F. Scott Fitzgerald,Classic,3,20.34,61.02,Regular,Paypal,Male,"26,35",Hardcover,3
ORD-3234,2023-02-24,The Fault in Our Stars,John Green,Young Adult,1,13.08,13.08,Regular,Paypal,Female,46-55,Paperback,3
ORD-3235,2023-02-24,The Lord of the Rings,J.R.R. Tolkien,Fantasy,1,20.31,20.31,Regular,Paypal,Female,46-55,Paperback,3
ORD-3236,2023-02-24,To Kill a Mockingbird,Harper Lee,Classic,1,22.66,22.66,Regular,Credit Card,Male,"26,35",Hardcover,5
ORD-3237,2023-02-24,1984,George Orwell,Dystopian,1,15.43,15.43,Regular,Credit Card,Male,"26,35",Hardcover,5
ORD-3238,2023-02-25,The Da Vinci Code,Dan Brown,Thriller,1,14.63,14.63,Regular,Credit Card,Female,56+,Paperback,5
ORD-3239,2023-02-25,The Fault in Our Stars,John Green,Young Adult,1,19.4,19.4,Student,Credit Card,Male,46-55,Hardcover,3
ORD-3240,2023-02-25,1984,George Orwell,Dystopian,1,16.93,16.93,Student,Credit Card,Male,46-55,Hardcover,3
ORD-3241,2023-02-25,The Shining,Stephen King,Horror,1,19.42,19.42,Student,Credit Card,Male,46-55,Hardcover,3
ORD-3242,2023-02-25,Brave New World,Aldous Huxley,Dystopian,1,19.44,19.44,Student,Credit Card,Male,46-55,Hardcover,3
ORD-3243,2023-02-25,The Great Gatsby,F. Scott Fitzgerald,Classic,1,11.03,11.03,Student,Debit Card,Male,"26,35",E-book,4
ORD-3244,2023-02-25,Gone Girl,Gillian Flynn,Thriller,1,14.64,14.64,Regular,Debit Card,Male,"26,35",Paperback,5
ORD-3245,2023-02-25,The Book Thief,Markus Zusak,Historical Fiction,1,14.35,14.35,Regular,Debit Card,Male,"26,35",Paperback,5
ORD-3246,2023-02-25,The Little Prince,Antoine de Saint-Exupéry,Fiction,1,14.54,14.54,Student,Credit Card,Female,46-55,Hardcover,4
ORD-3247,2023-02-25,The Lord of the Rings,J.R.R. Tolkien,Fantasy,1,28.49,28.49,Student,Credit Card,Female,46-55,Hardcover,4
ORD-3248,2023-02-25,Pride and Prejudice,Jane Austen,Classic,1,12.31,12.31,Teacher,Credit Card,Male,"26,35",Paperback,5
ORD-3249,2023-02-25,The Great Gatsby,F. Scott Fitzgerald,Classic,3,14.02,42.06,Teacher,Credit Card,Male,"26,35",Paperback,5
ORD-3250,2023-02-25,The Book Thief,Markus Zusak,Historical Fiction,1,14.54,14.54,Teacher,Credit Card,Male,"26,35",Paperback,5
ORD-3251,2023-02-25,To Kill a Mockingbird,Harper Lee,Classic,1,13.81,13.81,Teacher,Credit Card,Male,"26,35",Paperback,5
ORD-3252,2023-02-25,To Kill a Mockingbird,Harper Lee,Classic,1,15.46,15.46,Student,Paypal,Female,56+,Paperback,5
ORD-3253,2023-02-25,The Kite Runner,Khaled Hosseini,Fiction,3,11.82,35.46,Student,Debit Card,Female,18-25,Paperback,5
ORD-3254,2023-02-25,It,Stephen King,Horror,2,18.04,36.09,Student,Debit Card,Female,18-25,Paperback,5
ORD-3255,2023-02-25,The Stand,Stephen King,Horror,1,19.25,19.25,Student,Debit Card,Female,18-25,Paperback,5
ORD-3256,2023-02-25,The Catcher in the Rye,J.D. Salinger,Classic,3,15.14,45.41,Student,Debit Card,Female,18-25,Paperback,5
